transaction_id,employee_id,payment,account_num,last_payment,next_payment,date_time
8432,21,7951.45,gAAAAABn77qQSA9CNStuypWHnocXc9cyerE8PnFjklue6GRLCTO5DCgVucu82vxWzGEMINCW8fFCyBoJ6BO6l08lp4u0CgTyRw==,2025-11-11,2026-01-10,2025-12-11
8433,22,7293.73,gAAAAABn77qQaLeR7Pecp1C4OCsh_5kXP_U2TT2HgcZvk-Q34BJvOl3VOE_kbasYrEOD1LbyGkKohyj-cm8O4sXwkMYIohB7bw==,2025-11-11,2026-01-10,2025-12-11
8434,36,3729.09,gAAAAABn77qQGm7OUT7UlRf1vMFGfX7tVYdNMytF7r_8rjqdAfoZiQ7TiaC_r2oCBIWQx64t09re8KHqbpvSWthbdTILt-qoCQ==,2025-11-11,2026-01-10,2025-12-11
8435,37,4139.4,gAAAAABn77qQydKMB_51o8hyF6drHM-qKE-SrzJZo2MWuvW9RBHnCyfJZcRQvNZijQKn88tobEroveFIGBftNQUfQn2FhkEqoA==,2025-11-11,2026-01-10,2025-12-11
8436,38,7402.34,gAAAAABn77qQKhdYDbcitkVNsMhKY7HfeQPt-OOEE3AlXE7qF2AX65uL2AyzzYB1vfeheAo2UemAMDpu20GBGi7U_gzdYmG2zQ==,2025-11-11,2026-01-10,2025-12-11
8437,39,6129.2,gAAAAABn77qQePPsiqMUGPFR5RByas_Oe7XtPehwxONrG6pl63pntunDGF4w76CauMjNZqbeEVH07N4efde5Eruy1HKcRxjeOg==,2025-11-11,2026-01-10,2025-12-11
8438,44,8178.78,gAAAAABn77qQYZlOcglMHHTUL5mrYblXZZChLk9d7xCeiLEm_lAdWajlWJQLtUJsCRwjB3GJYurRtNkZP-fyrSpwcMxSxhV_pw==,2025-11-11,2026-01-10,2025-12-11
8439,45,5929.25,gAAAAABn77qQgfDyBOfxdjbjRw0m1GwXPAvyGRQi-PPVrtu6Oa-M0ZHiYDv3yKsS98o6FF1BQ9dMC7pGwk9LEcXAJ5Nz4G0a4Q==,2025-11-11,2026-01-10,2025-12-11
8440,1,7764.05,gAAAAABn77qQ62F03q860omPaytlRS6lfzgSeMxpMScu3gPpkIfPMgDC1hfSZlBhjCm5XnXgkcb8V12taxd5qXY2OqYSG1BVEg==,2025-11-11,2026-01-10,2025-12-11
8441,2,6978.74,gAAAAABn77qQdAFYVJrVO30P_twhtQfUwxXEDm5J0HFg-Ls4vUVv_HH2hJnY0c4PMIFqmI4jaz5AXko1uYcPi4TIHgoS_Cb6SQ==,2025-11-11,2026-01-10,2025-12-11
8442,3,7867.56,gAAAAABn77qQekxF38FwKn3ueU_-Cc4UpmsdUNgc1cGgfNHVx9hNpkvwlcdS0PbovQHJ35H4Nm2n2Z7Hku8FEXr6QdwjnMennw==,2025-11-11,2026-01-10,2025-12-11
8443,4,6950.09,gAAAAABn77qQcooB2WJ_56OSwKZgxIaotwCvZPklXbXacIYgVLClpyDnm2Qst5fPU9V45Z28RXZ06FiGIYHrVx7NLhnEbn-6hg==,2025-11-11,2026-01-10,2025-12-11
8444,40,6688.45,gAAAAABn77qQ6sdrVyebqge-3M94zvOambnnJ4uHDweX_KJjWs1KczkfsZ-rCrwANqcqAtwxOw3Ldl4F3KdPVCbR87tAEOstCw==,2025-11-11,2026-01-10,2025-12-11
8445,41,5834.85,gAAAAABn77qQtsQOL9nQC9i6l2HX0VBpW4CBF9UMCDCCP7SQofqfsba0of_U7SYCMWk64IZ58c2ahTt2EamZLV4a4aChzGrpuA==,2025-11-11,2026-01-10,2025-12-11
8446,42,7465.66,gAAAAABn77qQElbuaK1-iS9hTy78DTbZKvCMPoBJDTqNIhiNPebL3DRAa1Q1F6B-swzkAqVsirmxrZ8JKCwzPvzd_9NkVa64Eg==,2025-11-11,2026-01-10,2025-12-11
8447,43,8488.25,gAAAAABn77qQuUXI582PDBPOj03i-Xt-Dhadju5LNZfhE3KJa19VxdoQILlIU1qqsDiVhQJCvr0I-J4O-5TiTf-tWSnHJAT1hw==,2025-11-11,2026-01-10,2025-12-11
8448,34,1369.8,gAAAAABn77qQ_c67qvH9ZIqm42qCPJkYjaL-ecZAiLQNnbRpF4HJSSG6l7FwF1psoJ2dawQZnkkQgA1HWOHuXIcM8rWBXOcwLQ==,2025-11-11,2026-01-10,2025-12-11
8449,35,2092.7,gAAAAABn77qQmA5BsTStjRpeeeuktICNaUV3MnfdbUTtrCftbxxpoUGHcVbrJZUm9Gck0uKNAg7px5qXxrNrrCcuq8hGPIno0w==,2025-11-11,2026-01-10,2025-12-11
8450,5,5896.78,gAAAAABn77qQmqY1kHLXfvJB7R3za07c_6XgwkwgJ6Gbx85hAhZjkwVBNtGjJoYb5vcBHccZ0-VmesyxFHr-x3TcHA7MvolWYQ==,2025-11-11,2026-01-10,2025-12-11
8451,6,6144.04,gAAAAABn77qQ4-hQ_MeiQMfLIfPvXBRSGwbF2L65zQwwvyh5KImB9tGS_CMzuPIxzMjrqGXu7e0eC68pRn_BZ0ixIfYTIDL9RQ==,2025-11-11,2026-01-10,2025-12-11
8452,7,6761.04,gAAAAABn77qQbDLuntCgZIs7twRE6_OLiidFHV4mxvZcIpSsxqJOYac3A0NRXtxcF4r_QsydHZYgSnA177xgDCehw88Xw7xsxg==,2025-11-11,2026-01-10,2025-12-11
8453,8,6443.86,gAAAAABn77qQLOF_P8C2K91oLDBrIvvsNaNqcuBvmZPyxv3lKEWOmzuZez0weS6rFj-saeawubZD0F9LiTDuwWSWXLYy0VTiiA==,2025-11-11,2026-01-10,2025-12-11
8454,9,7494.08,gAAAAABn77qQKs33eOWMA6ZPxs-BR0U-AEPL3zPqIHXGtgaIpZAx-5zrTEX_Njdq9klpnZXY1xbYT4Uz4hC9AbemYBlc1hUahw==,2025-11-11,2026-01-10,2025-12-11
8455,10,6313.07,gAAAAABn77qQ05urqIFMWWC5OMGcPxeazJM3hctHmuTEEiCpMR5e8rPSPxN4VZTXkb7TCkJWRb4pGGNQ2X2OY3Dvx82YzZkS4w==,2025-11-11,2026-01-10,2025-12-11
8456,11,1447.01,gAAAAABn77qQJ4xpigYMrVeXU1V2LFLwRRL2Mcduou4ETrpW_JmQ3qKep5hZVwsPG2EE46EnmFw5TwqUqKSaKx-jjXsMEL9wcQ==,2025-11-11,2026-01-10,2025-12-11
8457,31,4327.54,gAAAAABn77qQO-37R3q9vAy2N1uFzaFyA3BIOZ_vb2WKielwpMxT9z8gE11fLS7sUYJYbkOa5REa_IIP9HjOtzW81JnPecrPNw==,2025-11-11,2026-01-10,2025-12-11
8458,12,4864.44,gAAAAABn77qQn1L9qVnsyHMNrpd5i6dZRc8gkJ_MjZY4M41AeiAZX47rK4S64gpQS10PDKRNELwl86bhxsuLsacU4Ktroc2ldw==,2025-11-11,2026-01-10,2025-12-11
8459,13,6269.75,gAAAAABn77qQTAbmp8aLHywgDog_f6veHTE1SaDTl67TBX5eQiy81174n1L42ImCMDTlbEmlHiXtv89tEmLy_SX2-SJSI9YrGw==,2025-11-11,2026-01-10,2025-12-11
8460,14,4045.76,gAAAAABn77qQawx-8vYR1V7DnLKEV3m95PRi0tZO22VO8t-NASsyd2A5TISYa1ZEY4uD0s8CHzW75teV-V5ST74-IX72mb1v2g==,2025-11-11,2026-01-10,2025-12-11
8461,15,5532.78,gAAAAABn77qQRNT-JJrVazwUQ8XECLapz_t2ZfP4Yg_8NiAUa7ood0RSO7mSdevUjJSmjJ96bNn6Oyu8et8mwAVE_Fglf-0Aog==,2025-11-11,2026-01-10,2025-12-11
8462,16,9154.95,gAAAAABn77qQPW25bpoQ6CEaPQM1tdLlBRfsfTI87dGfCEl-9VoJbZeBGhceIN08zDuX1gU8HAL9ZTTeZI1gVtbPdfVkMkj2MA==,2025-11-11,2026-01-10,2025-12-11
8463,17,8112.21,gAAAAABn77qQG2L-DQrI71-VaecIfRNBX-Sz1Aw7gkwhHAIpL-S8SqZNyrtolbpPWEr4Z0Ib3Pl6wW3chWrSGmghxR9cLc4ZJw==,2025-11-11,2026-01-10,2025-12-11
8464,18,8652.09,gAAAAABn77qQnNTnd7xN2-6SaRwNgdwpLgbJyvLAWTg1ytFyi9HE6L7_nIQ1haZiiKKdUSMFvwAyR20cTiaQc5nN2GN_eI3buQ==,2025-11-11,2026-01-10,2025-12-11
9432,23,8490.35,gAAAAABn77qQfEO4FUEocxSZwLLXVX_KMxxvE07z32gPWRFFh9AZiEZ67SsUtbhAui-mAfOWyKYPgiILqYnHw-ceYAQzTRSdqw==,2025-12-11,2026-02-09,2026-01-10
9433,24,7747.2,gAAAAABn77qQ-wtEKFgGxCqHRze8w3PVAfCPMrWeWmDEuFl1S7q_SJIi62VQa4egzHPbAA0c-jDG8jZ4rM3g2yW9Caos6vyLSA==,2025-12-11,2026-02-09,2026-01-10
9434,25,7386.1,gAAAAABn77qQHr1G8CKlFODEF1mBfLxmkuYaGSTQbHk4c9WogB74AEaBJKq6Wrz69F_9zDPwlVZGvJJN8b5hrrMhgVLVmSHPKg==,2025-12-11,2026-02-09,2026-01-10
9435,26,8104.53,gAAAAABn77qQXUHOSiqrvVVrK9teXdBWF4wHPiMlD_LIJ7P7_s4zIhi_ZNu_zW48bMQZsNYJ4k_o8g4zWrnTZIHS3UL1oA_Jlg==,2025-12-11,2026-02-09,2026-01-10
9436,27,8489.19,gAAAAABn77qQvunuw6tU_Tb0WMaZvIE9IM9bQuIVHk8z8c_7Hy9IU75xVoLx1Twn6GEQOtofrEjRsvTnP_5KIbAFO41IdLHDVw==,2025-12-11,2026-02-09,2026-01-10
9437,28,8971.82,gAAAAABn77qQ6fk8RR2pLiB4ncRhrq-hHYbpACfxOI4r3wZlIw-297LKAGt6UCT7u9exAIdCBDqE_Xzq3n31sHUO45J040rl9Q==,2025-12-11,2026-02-09,2026-01-10
9438,29,9066.52,gAAAAABn77qQMkMLb_tojbq4hP4t7kCb4Gh2dSXeDZ_6RduAfRJFZ4cnDhzm2grKV1ehnaFwmAs-B4vEQ39Ur51RA3MI9IYOVA==,2025-12-11,2026-02-09,2026-01-10
9439,30,8365.68,gAAAAABn77qQ7snl2jthL_amVAF_PGTRVxaeLijxp03eF9lh_9om2cP8EPkoII5kqr5PLAjvYy-0qKvWKaltzGzmfY5-xIg4yg==,2025-12-11,2026-02-09,2026-01-10
9440,32,4186.85,gAAAAABn77qQq34Ar0oM8Z5zRxMf0G-qzKcHd-x5jhrcnzru5gn6bhdCgYZW68T5AdKLMc9nEepKB_GkvY241jw69jh0OSwENQ==,2025-12-11,2026-02-09,2026-01-10
9441,33,3177.43,gAAAAABn77qQGlakMfOa7qz3_wfwGGkjxLBEAfmvPz7XIdu3Ncn3Z-NpCBcAiJFERwhjT1z5VNzD0hFNdEWU5oMwIbDWyUcNqA==,2025-12-11,2026-02-09,2026-01-10
9442,19,10230.29,gAAAAABn77qQNcLQ5Qtyy0KNSCRjOiW_rsS6X3rSIDMfKuouQfPvyJZIUJReuwdtVUNRaW380ksQZS8CszRnVeo2Wsc9WRIUWA==,2025-12-11,2026-02-09,2026-01-10
9443,20,8612.67,gAAAAABn77qQxJnfdoQVmI_gxVzgOZG1acP84rmiyLkeFYACXBm65z1z8rW6eYZhz0ddyS6KtsxDYKHUhFzhGmJB4XZmi-tzhw==,2025-12-11,2026-02-09,2026-01-10
9444,21,7951.45,gAAAAABn77qQSA9CNStuypWHnocXc9cyerE8PnFjklue6GRLCTO5DCgVucu82vxWzGEMINCW8fFCyBoJ6BO6l08lp4u0CgTyRw==,2025-12-11,2026-02-09,2026-01-10
9445,22,7293.73,gAAAAABn77qQaLeR7Pecp1C4OCsh_5kXP_U2TT2HgcZvk-Q34BJvOl3VOE_kbasYrEOD1LbyGkKohyj-cm8O4sXwkMYIohB7bw==,2025-12-11,2026-02-09,2026-01-10
9446,36,3729.09,gAAAAABn77qQGm7OUT7UlRf1vMFGfX7tVYdNMytF7r_8rjqdAfoZiQ7TiaC_r2oCBIWQx64t09re8KHqbpvSWthbdTILt-qoCQ==,2025-12-11,2026-02-09,2026-01-10
9447,37,4139.4,gAAAAABn77qQydKMB_51o8hyF6drHM-qKE-SrzJZo2MWuvW9RBHnCyfJZcRQvNZijQKn88tobEroveFIGBftNQUfQn2FhkEqoA==,2025-12-11,2026-02-09,2026-01-10
9448,38,7402.34,gAAAAABn77qQKhdYDbcitkVNsMhKY7HfeQPt-OOEE3AlXE7qF2AX65uL2AyzzYB1vfeheAo2UemAMDpu20GBGi7U_gzdYmG2zQ==,2025-12-11,2026-02-09,2026-01-10
9449,39,6129.2,gAAAAABn77qQePPsiqMUGPFR5RByas_Oe7XtPehwxONrG6pl63pntunDGF4w76CauMjNZqbeEVH07N4efde5Eruy1HKcRxjeOg==,2025-12-11,2026-02-09,2026-01-10
9450,44,8178.78,gAAAAABn77qQYZlOcglMHHTUL5mrYblXZZChLk9d7xCeiLEm_lAdWajlWJQLtUJsCRwjB3GJYurRtNkZP-fyrSpwcMxSxhV_pw==,2025-12-11,2026-02-09,2026-01-10
9451,45,5929.25,gAAAAABn77qQgfDyBOfxdjbjRw0m1GwXPAvyGRQi-PPVrtu6Oa-M0ZHiYDv3yKsS98o6FF1BQ9dMC7pGwk9LEcXAJ5Nz4G0a4Q==,2025-12-11,2026-02-09,2026-01-10
9452,1,7764.05,gAAAAABn77qQ62F03q860omPaytlRS6lfzgSeMxpMScu3gPpkIfPMgDC1hfSZlBhjCm5XnXgkcb8V12taxd5qXY2OqYSG1BVEg==,2025-12-11,2026-02-09,2026-01-10
9453,2,6978.74,gAAAAABn77qQdAFYVJrVO30P_twhtQfUwxXEDm5J0HFg-Ls4vUVv_HH2hJnY0c4PMIFqmI4jaz5AXko1uYcPi4TIHgoS_Cb6SQ==,2025-12-11,2026-02-09,2026-01-10
9454,3,7867.56,gAAAAABn77qQekxF38FwKn3ueU_-Cc4UpmsdUNgc1cGgfNHVx9hNpkvwlcdS0PbovQHJ35H4Nm2n2Z7Hku8FEXr6QdwjnMennw==,2025-12-11,2026-02-09,2026-01-10
9455,4,6950.09,gAAAAABn77qQcooB2WJ_56OSwKZgxIaotwCvZPklXbXacIYgVLClpyDnm2Qst5fPU9V45Z28RXZ06FiGIYHrVx7NLhnEbn-6hg==,2025-12-11,2026-02-09,2026-01-10
9456,40,6688.45,gAAAAABn77qQ6sdrVyebqge-3M94zvOambnnJ4uHDweX_KJjWs1KczkfsZ-rCrwANqcqAtwxOw3Ldl4F3KdPVCbR87tAEOstCw==,2025-12-11,2026-02-09,2026-01-10
9457,41,5834.85,gAAAAABn77qQtsQOL9nQC9i6l2HX0VBpW4CBF9UMCDCCP7SQofqfsba0of_U7SYCMWk64IZ58c2ahTt2EamZLV4a4aChzGrpuA==,2025-12-11,2026-02-09,2026-01-10
9458,42,7465.66,gAAAAABn77qQElbuaK1-iS9hTy78DTbZKvCMPoBJDTqNIhiNPebL3DRAa1Q1F6B-swzkAqVsirmxrZ8JKCwzPvzd_9NkVa64Eg==,2025-12-11,2026-02-09,2026-01-10
9459,43,8488.25,gAAAAABn77qQuUXI582PDBPOj03i-Xt-Dhadju5LNZfhE3KJa19VxdoQILlIU1qqsDiVhQJCvr0I-J4O-5TiTf-tWSnHJAT1hw==,2025-12-11,2026-02-09,2026-01-10
9460,34,1369.8,gAAAAABn77qQ_c67qvH9ZIqm42qCPJkYjaL-ecZAiLQNnbRpF4HJSSG6l7FwF1psoJ2dawQZnkkQgA1HWOHuXIcM8rWBXOcwLQ==,2025-12-11,2026-02-09,2026-01-10
9461,35,2092.7,gAAAAABn77qQmA5BsTStjRpeeeuktICNaUV3MnfdbUTtrCftbxxpoUGHcVbrJZUm9Gck0uKNAg7px5qXxrNrrCcuq8hGPIno0w==,2025-12-11,2026-02-09,2026-01-10
9462,5,5896.78,gAAAAABn77qQmqY1kHLXfvJB7R3za07c_6XgwkwgJ6Gbx85hAhZjkwVBNtGjJoYb5vcBHccZ0-VmesyxFHr-x3TcHA7MvolWYQ==,2025-12-11,2026-02-09,2026-01-10
9463,6,6144.04,gAAAAABn77qQ4-hQ_MeiQMfLIfPvXBRSGwbF2L65zQwwvyh5KImB9tGS_CMzuPIxzMjrqGXu7e0eC68pRn_BZ0ixIfYTIDL9RQ==,2025-12-11,2026-02-09,2026-01-10
9464,7,6761.04,gAAAAABn77qQbDLuntCgZIs7twRE6_OLiidFHV4mxvZcIpSsxqJOYac3A0NRXtxcF4r_QsydHZYgSnA177xgDCehw88Xw7xsxg==,2025-12-11,2026-02-09,2026-01-10
9465,8,6443.86,gAAAAABn77qQLOF_P8C2K91oLDBrIvvsNaNqcuBvmZPyxv3lKEWOmzuZez0weS6rFj-saeawubZD0F9LiTDuwWSWXLYy0VTiiA==,2025-12-11,2026-02-09,2026-01-10
9466,9,7494.08,gAAAAABn77qQKs33eOWMA6ZPxs-BR0U-AEPL3zPqIHXGtgaIpZAx-5zrTEX_Njdq9klpnZXY1xbYT4Uz4hC9AbemYBlc1hUahw==,2025-12-11,2026-02-09,2026-01-10
9467,10,6313.07,gAAAAABn77qQ05urqIFMWWC5OMGcPxeazJM3hctHmuTEEiCpMR5e8rPSPxN4VZTXkb7TCkJWRb4pGGNQ2X2OY3Dvx82YzZkS4w==,2025-12-11,2026-02-09,2026-01-10
9468,11,1447.01,gAAAAABn77qQJ4xpigYMrVeXU1V2LFLwRRL2Mcduou4ETrpW_JmQ3qKep5hZVwsPG2EE46EnmFw5TwqUqKSaKx-jjXsMEL9wcQ==,2025-12-11,2026-02-09,2026-01-10
9469,31,4327.54,gAAAAABn77qQO-37R3q9vAy2N1uFzaFyA3BIOZ_vb2WKielwpMxT9z8gE11fLS7sUYJYbkOa5REa_IIP9HjOtzW81JnPecrPNw==,2025-12-11,2026-02-09,2026-01-10
9470,12,4864.44,gAAAAABn77qQn1L9qVnsyHMNrpd5i6dZRc8gkJ_MjZY4M41AeiAZX47rK4S64gpQS10PDKRNELwl86bhxsuLsacU4Ktroc2ldw==,2025-12-11,2026-02-09,2026-01-10
9471,13,6269.75,gAAAAABn77qQTAbmp8aLHywgDog_f6veHTE1SaDTl67TBX5eQiy81174n1L42ImCMDTlbEmlHiXtv89tEmLy_SX2-SJSI9YrGw==,2025-12-11,2026-02-09,2026-01-10
9472,14,4045.76,gAAAAABn77qQawx-8vYR1V7DnLKEV3m95PRi0tZO22VO8t-NASsyd2A5TISYa1ZEY4uD0s8CHzW75teV-V5ST74-IX72mb1v2g==,2025-12-11,2026-02-09,2026-01-10
9473,15,5532.78,gAAAAABn77qQRNT-JJrVazwUQ8XECLapz_t2ZfP4Yg_8NiAUa7ood0RSO7mSdevUjJSmjJ96bNn6Oyu8et8mwAVE_Fglf-0Aog==,2025-12-11,2026-02-09,2026-01-10
9474,16,9154.95,gAAAAABn77qQPW25bpoQ6CEaPQM1tdLlBRfsfTI87dGfCEl-9VoJbZeBGhceIN08zDuX1gU8HAL9ZTTeZI1gVtbPdfVkMkj2MA==,2025-12-11,2026-02-09,2026-01-10
9475,17,8112.21,gAAAAABn77qQG2L-DQrI71-VaecIfRNBX-Sz1Aw7gkwhHAIpL-S8SqZNyrtolbpPWEr4Z0Ib3Pl6wW3chWrSGmghxR9cLc4ZJw==,2025-12-11,2026-02-09,2026-01-10
9476,18,8652.09,gAAAAABn77qQnNTnd7xN2-6SaRwNgdwpLgbJyvLAWTg1ytFyi9HE6L7_nIQ1haZiiKKdUSMFvwAyR20cTiaQc5nN2GN_eI3buQ==,2025-12-11,2026-02-09,2026-01-10
10397,33,3177.43,gAAAAABn77qQGlakMfOa7qz3_wfwGGkjxLBEAfmvPz7XIdu3Ncn3Z-NpCBcAiJFERwhjT1z5VNzD0hFNdEWU5oMwIbDWyUcNqA==,2026-01-10,2026-03-11,2026-02-09
10398,19,10230.29,gAAAAABn77qQNcLQ5Qtyy0KNSCRjOiW_rsS6X3rSIDMfKuouQfPvyJZIUJReuwdtVUNRaW380ksQZS8CszRnVeo2Wsc9WRIUWA==,2026-01-10,2026-03-11,2026-02-09
10399,20,8612.67,gAAAAABn77qQxJnfdoQVmI_gxVzgOZG1acP84rmiyLkeFYACXBm65z1z8rW6eYZhz0ddyS6KtsxDYKHUhFzhGmJB4XZmi-tzhw==,2026-01-10,2026-03-11,2026-02-09
10400,21,7951.45,gAAAAABn77qQSA9CNStuypWHnocXc9cyerE8PnFjklue6GRLCTO5DCgVucu82vxWzGEMINCW8fFCyBoJ6BO6l08lp4u0CgTyRw==,2026-01-10,2026-03-11,2026-02-09
10401,22,7293.73,gAAAAABn77qQaLeR7Pecp1C4OCsh_5kXP_U2TT2HgcZvk-Q34BJvOl3VOE_kbasYrEOD1LbyGkKohyj-cm8O4sXwkMYIohB7bw==,2026-01-10,2026-03-11,2026-02-09
10402,23,8490.35,gAAAAABn77qQfEO4FUEocxSZwLLXVX_KMxxvE07z32gPWRFFh9AZiEZ67SsUtbhAui-mAfOWyKYPgiILqYnHw-ceYAQzTRSdqw==,2026-01-10,2026-03-11,2026-02-09
10403,24,7747.2,gAAAAABn77qQ-wtEKFgGxCqHRze8w3PVAfCPMrWeWmDEuFl1S7q_SJIi62VQa4egzHPbAA0c-jDG8jZ4rM3g2yW9Caos6vyLSA==,2026-01-10,2026-03-11,2026-02-09
10404,25,7386.1,gAAAAABn77qQHr1G8CKlFODEF1mBfLxmkuYaGSTQbHk4c9WogB74AEaBJKq6Wrz69F_9zDPwlVZGvJJN8b5hrrMhgVLVmSHPKg==,2026-01-10,2026-03-11,2026-02-09
10405,26,8104.53,gAAAAABn77qQXUHOSiqrvVVrK9teXdBWF4wHPiMlD_LIJ7P7_s4zIhi_ZNu_zW48bMQZsNYJ4k_o8g4zWrnTZIHS3UL1oA_Jlg==,2026-01-10,2026-03-11,2026-02-09
10406,27,8489.19,gAAAAABn77qQvunuw6tU_Tb0WMaZvIE9IM9bQuIVHk8z8c_7Hy9IU75xVoLx1Twn6GEQOtofrEjRsvTnP_5KIbAFO41IdLHDVw==,2026-01-10,2026-03-11,2026-02-09
10407,28,8971.82,gAAAAABn77qQ6fk8RR2pLiB4ncRhrq-hHYbpACfxOI4r3wZlIw-297LKAGt6UCT7u9exAIdCBDqE_Xzq3n31sHUO45J040rl9Q==,2026-01-10,2026-03-11,2026-02-09
10408,29,9066.52,gAAAAABn77qQMkMLb_tojbq4hP4t7kCb4Gh2dSXeDZ_6RduAfRJFZ4cnDhzm2grKV1ehnaFwmAs-B4vEQ39Ur51RA3MI9IYOVA==,2026-01-10,2026-03-11,2026-02-09
10409,30,8365.68,gAAAAABn77qQ7snl2jthL_amVAF_PGTRVxaeLijxp03eF9lh_9om2cP8EPkoII5kqr5PLAjvYy-0qKvWKaltzGzmfY5-xIg4yg==,2026-01-10,2026-03-11,2026-02-09
10410,32,4186.85,gAAAAABn77qQq34Ar0oM8Z5zRxMf0G-qzKcHd-x5jhrcnzru5gn6bhdCgYZW68T5AdKLMc9nEepKB_GkvY241jw69jh0OSwENQ==,2026-01-10,2026-03-11,2026-02-09
10411,1,7764.05,gAAAAABn77qQ62F03q860omPaytlRS6lfzgSeMxpMScu3gPpkIfPMgDC1hfSZlBhjCm5XnXgkcb8V12taxd5qXY2OqYSG1BVEg==,2026-01-10,2026-03-11,2026-02-09
10412,2,6978.74,gAAAAABn77qQdAFYVJrVO30P_twhtQfUwxXEDm5J0HFg-Ls4vUVv_HH2hJnY0c4PMIFqmI4jaz5AXko1uYcPi4TIHgoS_Cb6SQ==,2026-01-10,2026-03-11,2026-02-09
10413,3,7867.56,gAAAAABn77qQekxF38FwKn3ueU_-Cc4UpmsdUNgc1cGgfNHVx9hNpkvwlcdS0PbovQHJ35H4Nm2n2Z7Hku8FEXr6QdwjnMennw==,2026-01-10,2026-03-11,2026-02-09
10414,4,6950.09,gAAAAABn77qQcooB2WJ_56OSwKZgxIaotwCvZPklXbXacIYgVLClpyDnm2Qst5fPU9V45Z28RXZ06FiGIYHrVx7NLhnEbn-6hg==,2026-01-10,2026-03-11,2026-02-09
10415,40,6688.45,gAAAAABn77qQ6sdrVyebqge-3M94zvOambnnJ4uHDweX_KJjWs1KczkfsZ-rCrwANqcqAtwxOw3Ldl4F3KdPVCbR87tAEOstCw==,2026-01-10,2026-03-11,2026-02-09
10416,41,5834.85,gAAAAABn77qQtsQOL9nQC9i6l2HX0VBpW4CBF9UMCDCCP7SQofqfsba0of_U7SYCMWk64IZ58c2ahTt2EamZLV4a4aChzGrpuA==,2026-01-10,2026-03-11,2026-02-09
10417,42,7465.66,gAAAAABn77qQElbuaK1-iS9hTy78DTbZKvCMPoBJDTqNIhiNPebL3DRAa1Q1F6B-swzkAqVsirmxrZ8JKCwzPvzd_9NkVa64Eg==,2026-01-10,2026-03-11,2026-02-09
10418,43,8488.25,gAAAAABn77qQuUXI582PDBPOj03i-Xt-Dhadju5LNZfhE3KJa19VxdoQILlIU1qqsDiVhQJCvr0I-J4O-5TiTf-tWSnHJAT1hw==,2026-01-10,2026-03-11,2026-02-09
10419,34,1369.8,gAAAAABn77qQ_c67qvH9ZIqm42qCPJkYjaL-ecZAiLQNnbRpF4HJSSG6l7FwF1psoJ2dawQZnkkQgA1HWOHuXIcM8rWBXOcwLQ==,2026-01-10,2026-03-11,2026-02-09
10420,35,2092.7,gAAAAABn77qQmA5BsTStjRpeeeuktICNaUV3MnfdbUTtrCftbxxpoUGHcVbrJZUm9Gck0uKNAg7px5qXxrNrrCcuq8hGPIno0w==,2026-01-10,2026-03-11,2026-02-09
10421,36,3729.09,gAAAAABn77qQGm7OUT7UlRf1vMFGfX7tVYdNMytF7r_8rjqdAfoZiQ7TiaC_r2oCBIWQx64t09re8KHqbpvSWthbdTILt-qoCQ==,2026-01-10,2026-03-11,2026-02-09
10422,37,4139.4,gAAAAABn77qQydKMB_51o8hyF6drHM-qKE-SrzJZo2MWuvW9RBHnCyfJZcRQvNZijQKn88tobEroveFIGBftNQUfQn2FhkEqoA==,2026-01-10,2026-03-11,2026-02-09
10423,38,7402.34,gAAAAABn77qQKhdYDbcitkVNsMhKY7HfeQPt-OOEE3AlXE7qF2AX65uL2AyzzYB1vfeheAo2UemAMDpu20GBGi7U_gzdYmG2zQ==,2026-01-10,2026-03-11,2026-02-09
10424,39,6129.2,gAAAAABn77qQePPsiqMUGPFR5RByas_Oe7XtPehwxONrG6pl63pntunDGF4w76CauMjNZqbeEVH07N4efde5Eruy1HKcRxjeOg==,2026-01-10,2026-03-11,2026-02-09
10425,44,8178.78,gAAAAABn77qQYZlOcglMHHTUL5mrYblXZZChLk9d7xCeiLEm_lAdWajlWJQLtUJsCRwjB3GJYurRtNkZP-fyrSpwcMxSxhV_pw==,2026-01-10,2026-03-11,2026-02-09
10426,45,5929.25,gAAAAABn77qQgfDyBOfxdjbjRw0m1GwXPAvyGRQi-PPVrtu6Oa-M0ZHiYDv3yKsS98o6FF1BQ9dMC7pGwk9LEcXAJ5Nz4G0a4Q==,2026-01-10,2026-03-11,2026-02-09
10427,5,5896.78,gAAAAABn77qQmqY1kHLXfvJB7R3za07c_6XgwkwgJ6Gbx85hAhZjkwVBNtGjJoYb5vcBHccZ0-VmesyxFHr-x3TcHA7MvolWYQ==,2026-01-10,2026-03-11,2026-02-09
10428,6,6144.04,gAAAAABn77qQ4-hQ_MeiQMfLIfPvXBRSGwbF2L65zQwwvyh5KImB9tGS_CMzuPIxzMjrqGXu7e0eC68pRn_BZ0ixIfYTIDL9RQ==,2026-01-10,2026-03-11,2026-02-09
10429,7,6761.04,gAAAAABn77qQbDLuntCgZIs7twRE6_OLiidFHV4mxvZcIpSsxqJOYac3A0NRXtxcF4r_QsydHZYgSnA177xgDCehw88Xw7xsxg==,2026-01-10,2026-03-11,2026-02-09
